"","t1","t2","t3"
"1",1.2240098706725,-0.771804227926794,-1.28917496047396
"2",0.716931442269719,1.16392360385144,0.20826899107052
"3",-0.0970578439861047,-1.50925717308473,-1.72277682985345
"4",-1.92672389737924,0.858180379195538,-2.66523427741115
"5",-0.854660199262124,0.414508652792529,1.71626298337606
"6",-1.03567433925542,-0.307589087021453,1.1708168251538
"7",0.342984725397813,0.97819579518837,-0.267792351497255
"8",0.807854160771014,-0.629579174044888,-0.712573783782524
"9",0.243881952833255,0.68493100224223,0.188245335627032
"10",1.09114391345899,1.29373006781738,-0.649553734041203
"11",1.52094918405247,-1.85123973801423,1.21847056926796
"12",-1.01176595076923,0.558956329725514,2.05650358063706
"13",-1.70576137940435,-0.711612147567849,-0.580327543293766
"14",-1.10360021934408,1.28179084809639,0.186621558779384
"15",-0.952669494452872,0.700380884107284,0.819785199710927
"16",0.120920096149668,1.95559559480758,-1.57606717040956
"17",-1.57875610077739,-0.693855317139032,-0.497095938416897
"18",-0.732631676625125,1.39655692563813,0.531256412813441
"19",-1.7530913398294,0.69920484251376,-0.0828068575756722
"20",0.929451170864599,0.346002622185139,-0.250512098272991
"21",0.84923366131616,-0.455688982818856,1.66012118433845
"22",-0.551074388488778,0.054648821620524,2.00934585891678
"23",0.141409335653111,-2.28551503030607,1.54389630790672
"24",1.2618111609343,-0.747587082944131,1.40544827853753
"25",1.31216954685761,-0.949586395308697,0.962290361427623
"26",0.426434142936395,0.149987886287382,0.981553279940661
"27",-0.44478366485161,0.681223819833479,0.0801443632288166
"28",-1.83996822633802,0.295630129005355,0.826210773612685
"29",0.797073283796971,-0.675446826725333,-0.124062723705738
"30",0.35480069667755,0.169556028317515,-0.112574871235589
"31",0.662828844108022,0.718730902702943,-0.746267481725849
"32",0.441176415890387,1.34792075163199,1.24409977101815
"33",-0.229794198832129,-1.47414734763669,0.339071135607294
"34",-0.00485898740003266,0.0264566076132447,-1.94397162140829
"35",-0.332748685566488,0.332419655791805,1.18077682329504
"36",0.0266219684831586,-0.202599002496602,0.484598915414616
"37",0.211384970505669,-1.63534401337128,0.981879619012063
"38",-0.573124683210922,-0.450351843421631,-0.819986170784269
"39",-0.0372757354930046,2.5229506525993,-1.74615477820848
"40",0.457076368920219,0.284092687019603,0.814207133645411
"41",-0.704179499016397,-0.376629373663392,-2.0769292215236
"42",0.0780808709135437,0.86546411286812,-0.894312083947531
"43",0.616258362791854,-0.83462130381246,0.464721384244023
"44",-1.33413425802609,0.58383979959475,-1.0043547126203
"45",-0.420858650475224,-0.139111051912847,-0.944743923333952
"46",-1.98034542244882,0.276432985803485,-0.180753146071431
"47",-0.842642583875373,0.498486949788641,1.86112212349307
"48",-0.149544972357284,0.51468358262622,0.0448706860605623
"49",1.04752253823519,0.608303980166255,0.122799879611435
"50",1.26052423271043,-1.2261905026296,-1.22255670201873
"51",0.0168599589895903,0.261502949046995,0.76139170001461
"52",-0.211616192290785,0.307176579359302,-1.70869284085778
"53",0.300936495200322,0.965835189083745,-0.365514985563694
"54",-0.19047699712836,1.6765071433159,0.0476750604412296
"55",-0.38291194253684,-0.623013335480933,-0.335852524384867
"56",-1.53853450067441,0.617638125419265,0.174110591530618
"57",1.23315231637255,0.24539173723686,-0.461217284339742
"58",-0.880574414728447,-1.05905415352265,-1.02642137903699
"59",-1.1918267738596,1.32260066868508,-0.382590517662064
"60",1.20000203012696,-0.629051958583286,-0.0152373016193046
"61",0.168069409075166,-0.0884019890365452,1.59648607452208
"62",-0.0437427357795573,-0.0133383861869515,-0.424861541311205
"63",0.123179935770893,1.63055974438672,0.633851383521313
"64",-0.144210845204212,-0.467870050679814,-1.61213357223896
"65",0.684224392551811,-0.944820715381507,0.797578672477396
"66",-0.165388342813628,0.204751251911403,-0.0890111242095471
"67",0.582378680786343,-1.71269424184846,-0.765415053748358
"68",0.84217090105229,-0.0974094392743091,-0.601352869359713
"69",0.643104791505107,0.943511496871855,-0.234047738580213
"70",-1.50913855931257,1.2122075709969,0.0256535101239271
"71",-0.191314391146991,-0.144027387085387,0.60905662724535
"72",-1.02825594931621,-0.998605975276677,-0.236863873373397
"73",-1.32132623047467,-1.57612510840595,1.54138857040696
"74",0.838702839317899,-0.77140476515497,-0.667342646700904
"75",-1.83996602021513,-0.665750101855653,1.10270445553308
"76",0.468736279969752,0.831371054966979,-0.436165806681412
"77",1.05746754200431,-1.19375148255246,-2.57465944883254
"78",-0.309450712877345,-0.568864992800577,1.24375076063698
"79",-0.136114779962455,-1.35285707953967,-0.133679394256563
"80",-1.11991459980417,1.09531684372025,-1.22434394955889
"81",0.504595031502372,-0.504674340214801,0.569940551305116
"82",-1.74108517052034,1.03638612810595,-1.120347570831
"83",-1.06506249309651,-0.0559466199602791,-0.596118770452909
"84",-0.782402601008643,0.703659757422284,-0.951827850032717
"85",-0.238600945891958,-0.837825413548745,-0.217095908169702
"86",0.723926578349963,-0.0766045793164106,-0.386441638960058
"87",0.38472285031935,0.835906151012879,0.448239521141164
"88",1.85602441518259,1.10757510987357,1.14092320541879
"89",-1.67957780896951,-0.846387529672987,-0.952621372390662
"90",-0.156791585898047,1.78615022608014,-0.969389262535041
"91",-0.21416022523308,0.0445692207082908,0.364862357814641
"92",-0.182828207909655,-1.13119920318348,1.1791632989901
"93",0.482646674350623,-0.111809237194768,-0.282223672974507
"94",0.62242985235717,-1.77082838894528,0.960161102074211
"95",-0.680031906818468,0.518071878037147,1.15325253849078
"96",0.412153902370006,-0.0303422981526483,-0.453776389084466
"97",0.625712956619534,-0.291815711616693,1.99068475575975
"98",1.30603027938577,-0.806066866214889,-0.207381326499978
"99",0.642146046414937,0.175629066637866,0.203967898516123
"100",-0.538895306879734,-0.176385370324838,-0.516870874519936
"101",-0.573447343669539,0.115821642941373,-0.981050822995492
"102",0.565258746735323,0.0791869390711411,0.0807765541532269
"103",-1.13623811257429,-0.0448304731693236,1.41519060256321
"104",-0.259939494084868,1.31114854794947,0.793764146782835
"105",1.501137978717,-1.1233210632494,0.393295500560714
"106",-1.99525617111436,0.537206579799208,0.244513759433126
"107",0.855687868758283,0.85598771496653,0.00312233840963974
"108",-0.338638973295603,0.0694730353112689,0.386547988340018
"109",-0.913553358967755,-0.936171870678838,0.533539777648612
"110",-0.354083507842297,-1.93386516626449,-0.122808424926942
"111",1.84709133517953,0.514588119718192,0.871693815417437
"112",-0.0675809866303389,-0.00293409064561427,1.28845711154747
"113",1.37974515669786,-0.764347403544356,0.837783115785407
"114",-0.936141258207882,-0.881354024005584,1.93419571627417
"115",-0.0289189738199482,-0.296582416768684,0.414066146628878
"116",-0.217441104380341,2.08397950375705,-1.91580984730909
"117",-0.148894445231065,1.16274586356501,1.26240349670927
"118",1.01037549979427,0.752063261724273,-0.816015379809847
"119",1.22553719778332,-1.2087921699489,-1.31830083335716
"120",0.515621848545468,-0.63794435084525,0.562625666741525
"121",0.3228786603635,0.239467150159901,-0.25117643996969
"122",0.0188890049718807,-1.06089737220279,-0.751702952036983
